name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"mu[635]",-10,0.024,1.5,-13,-10,-7.8,3983,1848,1.00
"mu[636]",13,0.021,1.3,11,13,15,3948,1831,1.00
"mu[637]",6.6,0.015,0.96,5.0,6.6,8.2,4116,1909,1.00
"mu[638]",3.9,0.014,0.90,2.4,3.9,5.4,4170,1934,1.0
"mu[639]",-8.9,0.022,1.4,-11,-8.9,-6.5,4008,1859,1.00
"mu[640]",-11,0.025,1.6,-13,-11,-8.1,3980,1846,1.00
"mu[641]",-1.5,0.015,0.98,-3.1,-1.5,0.096,4171,1935,1.0
"mu[642]",-13,0.028,1.8,-16,-13,-10,3945,1830,1.00
"mu[643]",1.8,0.014,0.89,0.36,1.8,3.3,4190,1944,1.0
"mu[644]",14,0.022,1.4,12,14,16,3924,1820,1.00
"mu[645]",11,0.019,1.2,9.4,11,13,3976,1844,1.00
"mu[646]",-3.3,0.017,1.1,-5.1,-3.3,-1.6,4105,1904,1.0
"mu[647]",-3.2,0.016,1.1,-5.0,-3.2,-1.5,4111,1907,1.0
"mu[648]",6.1,0.015,0.95,4.6,6.1,7.7,4127,1914,1.00
"mu[649]",22,0.033,2.0,18,22,25,3849,1785,1.00
"mu[650]",9.7,0.017,1.1,7.8,9.7,11,4023,1866,1.00
"mu[651]",10,0.018,1.1,8.5,10,12,4003,1857,1.00
"mu[652]",7.1,0.015,0.98,5.5,7.1,8.7,4107,1905,1.00
"mu[653]",2.0,0.014,0.89,0.60,2.1,3.5,4189,1943,1.0
"mu[654]",14,0.023,1.4,12,14,17,3918,1817,1.00
"mu[655]",-6.4,0.019,1.2,-8.4,-6.4,-4.3,4060,1883,1.00
"mu[656]",11,0.019,1.2,9.2,11,13,3982,1847,1.00
"mu[657]",22,0.033,2.1,19,22,26,3847,1784,1.00
"mu[658]",4.7,0.014,0.91,3.2,4.7,6.2,4158,1928,1.00
"mu[659]",13,0.021,1.3,11,13,15,3937,1826,1.00
"mu[660]",7.7,0.016,1.0,6.1,7.7,9.4,4086,1895,1.00
"mu[661]",5.5,0.014,0.93,3.9,5.5,7.0,4142,1921,1.00
"mu[662]",4.2,0.014,0.90,2.8,4.2,5.7,4165,1932,1.00
"mu[663]",4.9,0.014,0.91,3.4,4.9,6.4,4153,1926,1.00
"mu[664]",7.9,0.016,1.0,6.2,7.9,9.5,4081,1893,1.00
"mu[665]",5.3,0.014,0.92,3.7,5.3,6.8,4146,1923,1.00
"mu[666]",7.1,0.015,0.98,5.4,7.0,8.7,4109,1906,1.00
"mu[667]",9.2,0.017,1.1,7.4,9.2,11,4038,1873,1.00
"mu[668]",12,0.020,1.3,10,12,15,3954,1834,1.00
"mu[669]",-2.8,0.016,1.0,-4.5,-2.8,-1.1,4136,1918,1.0
"mu[670]",9.6,0.017,1.1,7.8,9.6,11,4024,1866,1.00
"mu[671]",-7.6,0.021,1.3,-9.8,-7.6,-5.4,4033,1871,1.00
"mu[672]",-3.9,0.017,1.1,-5.7,-3.9,-2.1,4087,1896,1.0
"mu[673]",-2.0,0.015,1.00,-3.7,-2.0,-0.41,4162,1930,1.0
"mu[674]",18,0.027,1.7,15,18,20,3879,1799,1.00
"mu[675]",4.9,0.014,0.91,3.4,4.9,6.4,4153,1926,1.00
"mu[676]",-5.2,0.018,1.2,-7.2,-5.2,-3.3,4089,1897,1.00
"mu[677]",28,0.042,2.6,24,28,32,3818,1771,1.00
"mu[678]",-2.8,0.016,1.0,-4.5,-2.8,-1.1,4136,1919,1.0
"mu[679]",0.31,0.014,0.92,-1.2,0.31,1.8,4189,1943,1.0
"mu[680]",12,0.020,1.3,10.0,12,14,3961,1837,1.00
"mu[681]",-20,0.038,2.4,-24,-20,-16,3880,1799,1.00
"mu[682]",-3.1,0.016,1.0,-4.8,-3.1,-1.4,4120,1911,1.0
"mu[683]",-10,0.024,1.5,-13,-10,-7.6,3989,1850,1.00
"mu[684]",14,0.023,1.4,12,14,16,3921,1819,1.00
"mu[685]",-6.0,0.019,1.2,-8.0,-6.0,-4.0,4070,1888,1.00
"mu[686]",-8.2,0.022,1.4,-10,-8.2,-5.9,4022,1865,1.00
"mu[687]",8.6,0.017,1.1,6.9,8.6,10,4057,1882,1.00
"mu[688]",-14,0.029,1.8,-17,-14,-11,3938,1827,1.00
"mu[689]",4.8,0.014,0.91,3.3,4.8,6.3,4154,1927,1.00
"mu[690]",1.6,0.014,0.90,0.14,1.6,3.1,4191,1944,1.0
"mu[691]",13,0.021,1.3,11,13,15,3939,1827,1.00
"mu[692]",4.3,0.014,0.90,2.8,4.3,5.8,4164,1932,1.00
"mu[693]",-1.5,0.015,0.97,-3.0,-1.5,0.14,4172,1935,1.0
"mu[694]",2.8,0.014,0.89,1.4,2.8,4.3,4184,1940,1.0
"mu[695]",2.3,0.014,0.89,0.84,2.3,3.8,4188,1942,1.0
"mu[696]",11,0.019,1.2,9.4,11,13,3978,1845,1.00
"mu[697]",5.0,0.014,0.92,3.5,5.0,6.5,4152,1926,1.00
"mu[698]",-11,0.024,1.5,-13,-11,-7.9,3982,1847,1.00
"mu[699]",4.2,0.014,0.90,2.7,4.2,5.7,4166,1932,1.00
"mu[700]",-6.9,0.020,1.3,-9.0,-6.9,-4.8,4049,1878,1.00
"mu[701]",15,0.023,1.4,12,15,17,3916,1816,1.00
"mu[702]",1.6,0.014,0.90,0.12,1.6,3.0,4191,1944,1.0
"mu[703]",15,0.024,1.5,13,15,17,3909,1813,1.00
"mu[704]",10.0,0.018,1.1,8.1,10.0,12,4014,1862,1.00
"mu[705]",-6.5,0.020,1.2,-8.5,-6.5,-4.4,4059,1882,1.00
"mu[706]",4.8,0.014,0.91,3.3,4.8,6.3,4155,1927,1.00
"mu[707]",-0.25,0.014,0.93,-1.8,-0.24,1.3,4186,1942,1.0
"mu[708]",5.9,0.015,0.94,4.4,5.9,7.5,4133,1917,1.00
"mu[709]",-2.0,0.015,1.00,-3.6,-2.0,-0.38,4162,1930,1.0
"mu[710]",-5.6,0.019,1.2,-7.6,-5.6,-3.6,4080,1892,1.00
"mu[711]",22,0.032,2.0,18,22,25,3850,1786,1.00
"mu[712]",2.2,0.014,0.89,0.77,2.2,3.7,4188,1943,1.0
"mu[713]",-5.8,0.019,1.2,-7.8,-5.8,-3.8,4076,1890,1.00
"mu[714]",0.71,0.014,0.91,-0.77,0.71,2.2,4191,1944,1.0
"mu[715]",7.4,0.016,1.00,5.8,7.4,9.1,4097,1900,1.00
"mu[716]",15,0.024,1.5,13,15,17,3908,1813,1.00
"mu[717]",2.9,0.014,0.89,1.4,2.9,4.3,4183,1940,1.0
"mu[718]",3.6,0.014,0.89,2.1,3.6,5.1,4175,1936,1.0
"mu[719]",-5.1,0.018,1.2,-7.0,-5.1,-3.2,4094,1899,1.00
"mu[720]",-19,0.036,2.2,-22,-19,-15,3891,1805,1.00
"mu[721]",4.0,0.014,0.90,2.5,4.0,5.4,4169,1934,1.0
"mu[722]",10,0.018,1.2,8.6,10,12,4000,1855,1.00
"mu[723]",-4.5,0.017,1.1,-6.3,-4.5,-2.6,4110,1906,1.0
"mu[724]",0.74,0.014,0.91,-0.73,0.75,2.2,4191,1944,1.0
"mu[725]",-1.6,0.015,0.98,-3.2,-1.6,-0.015,4169,1934,1.0
"mu[726]",9.2,0.017,1.1,7.5,9.2,11,4036,1872,1.00
"mu[727]",3.0,0.014,0.89,1.6,3.0,4.5,4182,1940,1.0
"mu[728]",8.2,0.016,1.0,6.5,8.2,9.8,4071,1888,1.00
"mu[729]",6.3,0.015,0.95,4.8,6.3,7.9,4122,1912,1.00
"mu[730]",11,0.019,1.2,8.8,11,13,3994,1852,1.00
"mu[731]",4.0,0.014,0.90,2.6,4.0,5.5,4168,1933,1.0
"mu[732]",-3.1,0.016,1.0,-4.8,-3.1,-1.4,4118,1910,1.0
"mu[733]",-6.5,0.020,1.3,-8.6,-6.5,-4.4,4058,1882,1.00
"mu[734]",-4.3,0.017,1.1,-6.2,-4.3,-2.5,4113,1908,1.0
"mu[735]",17,0.027,1.7,15,17,20,3881,1800,1.00
"mu[736]",3.7,0.014,0.89,2.2,3.7,5.2,4173,1936,1.0
"mu[737]",20,0.030,1.9,17,20,23,3859,1790,1.00
"mu[738]",-21,0.039,2.4,-25,-21,-17,3875,1797,1.00
"mu[739]",-5.4,0.018,1.2,-7.3,-5.3,-3.4,4086,1895,1.00
"mu[740]",-2.5,0.016,1.0,-4.2,-2.5,-0.84,4152,1926,1.0
"mu[741]",-4.5,0.018,1.1,-6.4,-4.5,-2.7,4108,1905,1.0
"mu[742]",12,0.020,1.2,9.6,12,14,3970,1842,1.00
"mu[743]",-3.3,0.017,1.1,-5.0,-3.3,-1.6,4107,1905,1.0
"mu[744]",2.1,0.014,0.89,0.69,2.1,3.6,4189,1943,1.0
"mu[745]",-9.1,0.023,1.4,-11,-9.1,-6.7,4006,1858,1.00
"mu[746]",-4.2,0.017,1.1,-6.1,-4.2,-2.4,4090,1897,1.0
"mu[747]",1.4,0.014,0.90,-0.075,1.4,2.9,4191,1944,1.0
"mu[748]",-3.0,0.016,1.0,-4.7,-3.0,-1.3,4127,1914,1.0
"mu[749]",-7.6,0.021,1.3,-9.7,-7.6,-5.4,4034,1871,1.00
"mu[750]",-5.6,0.019,1.2,-7.6,-5.6,-3.7,4080,1892,1.00
"mu[751]",13,0.021,1.3,10,13,15,3950,1832,1.00
"mu[752]",18,0.027,1.7,15,18,20,3878,1799,1.00
"mu[753]",-3.6,0.017,1.1,-5.3,-3.6,-1.8,4091,1898,1.0
"mu[754]",11,0.019,1.2,9.0,11,13,3989,1850,1.00
"mu[755]",-8.8,0.022,1.4,-11,-8.8,-6.5,4010,1860,1.00
"mu[756]",7.8,0.016,1.0,6.2,7.8,9.5,4082,1893,1.00
"mu[757]",9.7,0.017,1.1,7.8,9.7,11,4023,1866,1.00
"mu[758]",-7.3,0.020,1.3,-9.4,-7.3,-5.1,4041,1874,1.00
"mu[759]",-1.7,0.015,0.98,-3.3,-1.7,-0.094,4168,1933,1.0
"mu[760]",-11,0.025,1.6,-13,-11,-8.2,3977,1845,1.00
"mu[761]",23,0.035,2.1,20,23,27,3841,1781,1.00
"mu[762]",15,0.024,1.5,13,15,18,3903,1810,1.00
"mu[763]",11,0.019,1.2,8.8,11,13,3993,1852,1.00
"mu[764]",-4.9,0.018,1.1,-6.8,-4.9,-3.0,4098,1901,1.0
"mu[765]",11,0.019,1.2,9.2,11,13,3981,1846,1.00
"mu[766]",13,0.021,1.3,11,13,15,3943,1829,1.00
"mu[767]",-11,0.025,1.6,-14,-11,-8.4,3974,1843,1.00
"mu[768]",-11,0.025,1.6,-14,-11,-8.3,3976,1844,1.00
"mu[769]",-10,0.024,1.5,-13,-10,-7.6,3987,1849,1.00
"mu[770]",18,0.028,1.7,15,18,21,3874,1797,1.00
"mu[771]",8.7,0.017,1.1,7.0,8.7,10,4052,1879,1.00
"mu[772]",-4.9,0.018,1.1,-6.8,-4.9,-3.1,4097,1900,1.0
"mu[773]",9.3,0.017,1.1,7.5,9.3,11,4033,1871,1.00
"mu[774]",-13,0.027,1.7,-16,-13,-9.9,3953,1833,1.00
"mu[775]",17,0.027,1.7,15,17,20,3881,1800,1.00
"mu[776]",2.7,0.014,0.89,1.2,2.7,4.1,4185,1941,1.0
"mu[777]",22,0.033,2.1,19,22,26,3846,1784,1.00
"mu[778]",21,0.031,2.0,18,21,24,3854,1787,1.00
"mu[779]",-12,0.027,1.7,-15,-12,-9.5,3958,1836,1.00
"mu[780]",-17,0.033,2.1,-20,-17,-14,3904,1811,1.00
"mu[781]",19,0.028,1.8,16,19,22,3870,1795,1.00
"mu[782]",6.7,0.015,0.97,5.1,6.7,8.3,4114,1908,1.00
"mu[783]",10,0.018,1.2,8.5,10,12,4002,1856,1.00
"mu[784]",15,0.023,1.4,12,15,17,3914,1815,1.00
"mu[785]",12,0.020,1.2,9.7,12,14,3969,1841,1.00
"mu[786]",4.6,0.014,0.91,3.1,4.6,6.1,4158,1929,1.00
"mu[787]",16,0.025,1.6,13,16,19,3896,1807,1.00
"mu[788]",-2.1,0.016,1.0,-3.8,-2.1,-0.49,4160,1929,1.0
"mu[789]",17,0.027,1.7,15,17,20,3880,1800,1.00
"mu[790]",-4.8,0.018,1.1,-6.7,-4.8,-2.9,4101,1902,1.0
"mu[791]",20,0.030,1.9,17,20,23,3859,1790,1.00
"mu[792]",6.9,0.015,0.97,5.3,6.9,8.5,4108,1905,1.00
"mu[793]",16,0.025,1.6,14,16,19,3890,1804,1.00
"mu[794]",-21,0.040,2.5,-25,-21,-17,3873,1796,1.00
"mu[795]",-4.4,0.017,1.1,-6.2,-4.4,-2.5,4112,1907,1.0
"mu[796]",5.4,0.014,0.93,3.9,5.4,6.9,4144,1922,1.00
"mu[797]",3.0,0.014,0.89,1.6,3.1,4.5,4181,1939,1.0
"mu[798]",-5.2,0.018,1.2,-7.1,-5.2,-3.3,4090,1897,1.00
"mu[799]",-0.85,0.015,0.95,-2.4,-0.85,0.71,4181,1939,1.0
"mu[800]",-12,0.027,1.7,-15,-12,-9.4,3959,1836,1.00
"mu[801]",-0.0049,0.014,0.93,-1.5,0.0027,1.5,4188,1942,1.0
"mu[802]",5.8,0.015,0.94,4.2,5.8,7.3,4136,1919,1.00
"mu[803]",3.6,0.014,0.89,2.1,3.6,5.1,4175,1936,1.0
"mu[804]",5.2,0.014,0.92,3.6,5.2,6.7,4148,1924,1.00
"mu[805]",-0.63,0.015,0.94,-2.2,-0.62,0.93,4183,1940,1.0
"mu[806]",1.6,0.014,0.90,0.13,1.6,3.1,4191,1944,1.0
"mu[807]",-17,0.034,2.1,-21,-17,-14,3901,1810,1.00
"mu[808]",-1.5,0.015,0.98,-3.1,-1.5,0.076,4171,1935,1.0
"mu[809]",2.6,0.014,0.89,1.2,2.6,4.1,4185,1941,1.0
"mu[810]",-4.0,0.017,1.1,-5.8,-4.0,-2.2,4088,1896,1.0
"mu[811]",-12,0.027,1.7,-15,-12,-9.4,3959,1836,1.00
"mu[812]",8.2,0.016,1.0,6.5,8.2,9.9,4069,1887,1.00
"mu[813]",8.8,0.017,1.1,7.1,8.8,11,4048,1878,1.00
"mu[814]",1.8,0.014,0.89,0.36,1.8,3.3,4190,1944,1.0
"mu[815]",-7.7,0.021,1.3,-9.9,-7.7,-5.5,4031,1870,1.00
"mu[816]",1.8,0.014,0.89,0.31,1.8,3.2,4191,1944,1.0
"mu[817]",-3.0,0.016,1.0,-4.7,-3.0,-1.3,4123,1912,1.0
"mu[818]",8.3,0.016,1.0,6.6,8.3,10.0,4066,1886,1.00
"mu[819]",-14,0.028,1.8,-16,-13,-11,3942,1828,1.00
"mu[820]",19,0.028,1.8,16,19,22,3869,1794,1.00
"mu[821]",15,0.024,1.5,13,15,18,3907,1812,1.00
"mu[822]",11,0.018,1.2,8.7,11,12,3997,1854,1.00
"mu[823]",4.5,0.014,0.91,3.0,4.5,6.0,4160,1929,1.00
"mu[824]",-3.5,0.017,1.1,-5.3,-3.5,-1.7,4095,1899,1.0
"mu[825]",13,0.021,1.3,11,13,15,3948,1831,1.00
"mu[826]",7.9,0.016,1.0,6.2,7.9,9.5,4081,1893,1.00
"mu[827]",-2.0,0.015,1.00,-3.6,-2.0,-0.38,4162,1930,1.0
"mu[828]",-3.2,0.016,1.1,-4.9,-3.2,-1.4,4116,1909,1.0
"mu[829]",14,0.022,1.4,11,14,16,3932,1824,1.00
"mu[830]",-1.5,0.015,0.98,-3.1,-1.5,0.074,4171,1934,1.0
"mu[831]",1.1,0.014,0.90,-0.39,1.1,2.6,4191,1944,1.0
"mu[832]",-1.0,0.015,0.96,-2.6,-1.0,0.53,4179,1938,1.0
"mu[833]",21,0.031,1.9,17,21,24,3856,1789,1.00
"mu[834]",4.5,0.014,0.91,3.0,4.5,6.0,4161,1930,1.00
"mu[835]",-4.0,0.017,1.1,-5.8,-4.0,-2.2,4088,1896,1.0
"mu[836]",19,0.028,1.8,16,19,21,3871,1795,1.00
"mu[837]",-9.5,0.023,1.5,-12,-9.5,-7.0,3999,1855,1.00
"mu[838]",1.9,0.014,0.89,0.47,1.9,3.4,4190,1943,1.0
"mu[839]",-6.4,0.020,1.2,-8.5,-6.4,-4.4,4060,1883,1.00
"mu[840]",0.96,0.014,0.91,-0.51,0.95,2.4,4191,1944,1.0
"mu[841]",16,0.025,1.5,13,16,18,3897,1808,1.00
"mu[842]",9.2,0.017,1.1,7.4,9.2,11,4037,1873,1.00
"mu[843]",7.7,0.016,1.0,6.1,7.7,9.4,4085,1895,1.00
"mu[844]",2.6,0.014,0.89,1.1,2.6,4.0,4186,1941,1.0
"mu[845]",5.7,0.015,0.93,4.1,5.7,7.2,4138,1919,1.00
"mu[846]",14,0.023,1.4,12,14,17,3920,1818,1.00
"mu[847]",1.1,0.014,0.90,-0.37,1.1,2.6,4191,1944,1.0
"mu[848]",2.8,0.014,0.89,1.4,2.8,4.3,4184,1940,1.0
"mu[849]",2.7,0.014,0.89,1.3,2.7,4.2,4184,1941,1.0
"mu[850]",-17,0.034,2.1,-21,-17,-14,3901,1809,1.00
"mu[851]",6.9,0.015,0.98,5.3,6.9,8.5,4107,1905,1.00
"mu[852]",-0.18,0.014,0.93,-1.7,-0.17,1.4,4186,1942,1.0
"mu[853]",17,0.026,1.6,14,17,20,3884,1801,1.00
"mu[854]",18,0.027,1.7,15,18,20,3878,1799,1.00
"mu[855]",2.1,0.014,0.89,0.64,2.1,3.5,4189,1943,1.0
"mu[856]",27,0.040,2.5,23,27,31,3822,1773,1.00
"mu[857]",12,0.020,1.3,10,12,15,3953,1833,1.00
"mu[858]",-14,0.029,1.8,-17,-14,-11,3936,1825,1.00
"mu[859]",8.7,0.017,1.1,7.0,8.7,10,4053,1880,1.00
"mu[860]",11,0.019,1.2,9.2,11,13,3983,1847,1.00
"mu[861]",-7.6,0.021,1.3,-9.8,-7.6,-5.4,4034,1871,1.00
"mu[862]",4.7,0.014,0.91,3.2,4.7,6.2,4157,1928,1.00
"mu[863]",-4.7,0.018,1.1,-6.5,-4.7,-2.8,4104,1903,1.0
"mu[864]",4.8,0.014,0.91,3.3,4.8,6.3,4155,1927,1.00
"mu[865]",7.4,0.016,1.00,5.8,7.4,9.1,4096,1900,1.00
"mu[866]",6.9,0.015,0.97,5.3,6.8,8.5,4108,1906,1.00
"mu[867]",11,0.019,1.2,9.1,11,13,3986,1849,1.00
"mu[868]",-8.1,0.021,1.4,-10,-8.1,-5.8,4024,1866,1.00
"mu[869]",5.1,0.014,0.92,3.6,5.1,6.7,4149,1924,1.00
"mu[870]",3.3,0.014,0.89,1.8,3.3,4.7,4179,1938,1.0
"mu[871]",0.62,0.014,0.91,-0.86,0.63,2.1,4191,1944,1.0
"mu[872]",0.18,0.014,0.92,-1.3,0.19,1.7,4189,1943,1.0
"mu[873]",23,0.035,2.2,20,23,27,3840,1781,1.00
"mu[874]",-1.2,0.015,0.97,-2.8,-1.2,0.34,4176,1937,1.0
"mu[875]",-2.3,0.016,1.0,-4.0,-2.3,-0.66,4156,1928,1.0
"mu[876]",-4.5,0.018,1.1,-6.3,-4.5,-2.6,4109,1906,1.0
"mu[877]",13,0.021,1.3,11,13,15,3937,1826,1.00
"mu[878]",-1.4,0.015,0.97,-2.9,-1.4,0.24,4174,1936,1.0
"mu[879]",-3.6,0.017,1.1,-5.4,-3.6,-1.8,4090,1897,1.0
"mu[880]",11,0.019,1.2,9.4,11,13,3976,1844,1.00
"mu[881]",1.4,0.014,0.90,-0.018,1.4,2.9,4191,1944,1.0
"mu[882]",7.3,0.015,0.99,5.6,7.3,8.9,4102,1903,1.00
"mu[883]",4.7,0.014,0.91,3.2,4.7,6.2,4156,1928,1.00
"mu[884]",-5.9,0.019,1.2,-7.9,-5.9,-3.9,4074,1889,1.00
"mu[885]",-8.4,0.022,1.4,-11,-8.4,-6.1,4017,1863,1.00
"mu[886]",-6.2,0.019,1.2,-8.2,-6.2,-4.1,4066,1886,1.00
"mu[887]",1.4,0.014,0.90,-0.078,1.4,2.9,4191,1944,1.0
"mu[888]",11,0.019,1.2,9.0,11,13,3986,1849,1.00
"mu[889]",-9.1,0.023,1.4,-11,-9.1,-6.7,4006,1858,1.00
"mu[890]",14,0.022,1.4,11,14,16,3933,1824,1.00
"mu[891]",-23,0.041,2.6,-27,-23,-18,3866,1793,1.00
"mu[892]",13,0.021,1.3,11,13,16,3936,1826,1.00
"mu[893]",-15,0.030,1.9,-18,-15,-12,3928,1822,1.00
"mu[894]",11,0.019,1.2,9.3,11,13,3979,1846,1.00
"mu[895]",23,0.034,2.1,19,23,26,3844,1783,1.00
"mu[896]",2.2,0.014,0.89,0.75,2.2,3.7,4188,1943,1.0
"mu[897]",-2.1,0.016,1.0,-3.7,-2.1,-0.47,4160,1930,1.0
"mu[898]",-5.5,0.019,1.2,-7.4,-5.5,-3.5,4083,1894,1.00
"mu[899]",15,0.024,1.5,13,15,18,3903,1810,1.00
"mu[900]",2.9,0.014,0.89,1.5,2.9,4.4,4183,1940,1.0
"mu[901]",18,0.027,1.7,15,18,20,3879,1799,1.00
"mu[902]",17,0.027,1.7,15,17,20,3881,1800,1.00
"mu[903]",11,0.019,1.2,8.8,11,13,3992,1851,1.00
"mu[904]",6.2,0.015,0.95,4.6,6.2,7.8,4126,1914,1.00
"mu[905]",-0.92,0.015,0.95,-2.5,-0.91,0.65,4180,1939,1.0
"mu[906]",18,0.028,1.7,15,18,21,3875,1797,1.00
"mu[907]",7.9,0.016,1.0,6.2,7.9,9.5,4081,1893,1.00
"mu[908]",-0.31,0.014,0.94,-1.9,-0.31,1.2,4186,1941,1.0
"mu[909]",-6.5,0.020,1.2,-8.6,-6.5,-4.4,4058,1882,1.00
"mu[910]",8.1,0.016,1.0,6.4,8.1,9.8,4072,1889,1.00
"mu[911]",3.7,0.014,0.89,2.2,3.7,5.2,4173,1936,1.0
"mu[912]",19,0.028,1.8,16,19,22,3869,1795,1.00
"mu[913]",-2.9,0.016,1.0,-4.6,-2.9,-1.2,4129,1915,1.0
"mu[914]",1.8,0.014,0.89,0.37,1.8,3.3,4190,1944,1.0
"mu[915]",6.5,0.015,0.96,4.9,6.5,8.1,4119,1910,1.00
"mu[916]",21,0.031,1.9,18,21,24,3854,1788,1.00
"mu[917]",-8.7,0.022,1.4,-11,-8.7,-6.3,4013,1861,1.00
"mu[918]",2.5,0.014,0.89,1.1,2.5,4.0,4186,1942,1.0
"mu[919]",-16,0.031,1.9,-19,-15,-12,3919,1818,1.00
"mu[920]",-6.6,0.020,1.3,-8.6,-6.6,-4.5,4056,1881,1.00
"mu[921]",-2.0,0.015,1.00,-3.6,-2.0,-0.38,4162,1930,1.0
"mu[922]",32,0.048,3.0,27,32,37,3806,1766,1.00
"mu[923]",-3.5,0.017,1.1,-5.2,-3.5,-1.7,4096,1900,1.0
"mu[924]",6.0,0.015,0.94,4.4,6.0,7.6,4131,1916,1.00
"mu[925]",2.7,0.014,0.89,1.2,2.7,4.1,4185,1941,1.0
"mu[926]",-14,0.029,1.8,-17,-14,-11,3934,1825,1.00
"mu[927]",8.0,0.016,1.0,6.3,8.0,9.7,4076,1890,1.00
"mu[928]",1.9,0.014,0.89,0.48,1.9,3.4,4190,1943,1.0
"mu[929]",3.1,0.014,0.89,1.7,3.1,4.6,4180,1939,1.0
"mu[930]",-3.3,0.017,1.1,-5.1,-3.3,-1.6,4105,1904,1.0
"mu[931]",3.6,0.014,0.89,2.2,3.6,5.1,4174,1936,1.0
"mu[932]",-4.2,0.017,1.1,-6.0,-4.2,-2.3,4089,1897,1.0
"mu[933]",-5.2,0.018,1.2,-7.1,-5.2,-3.3,4091,1897,1.00
"mu[934]",3.1,0.014,0.89,1.6,3.1,4.5,4181,1939,1.0
"mu[935]",-10,0.024,1.5,-13,-10,-7.8,3984,1848,1.00
"mu[936]",8.2,0.016,1.0,6.5,8.2,9.9,4069,1887,1.00
"mu[937]",-14,0.029,1.8,-17,-14,-11,3939,1827,1.00
"mu[938]",9.0,0.017,1.1,7.2,9.0,11,4043,1875,1.00
"mu[939]",14,0.023,1.4,12,14,17,3921,1818,1.00
"mu[940]",3.6,0.014,0.89,2.1,3.6,5.0,4175,1937,1.0
"mu[941]",2.0,0.014,0.89,0.55,2.0,3.5,4190,1943,1.0
"mu[942]",12,0.020,1.2,9.7,12,14,3969,1841,1.00
"mu[943]",9.4,0.017,1.1,7.6,9.4,11,4032,1870,1.00
"mu[944]",-6.7,0.020,1.3,-8.8,-6.7,-4.6,4053,1880,1.00
"mu[945]",-7.1,0.020,1.3,-9.2,-7.1,-4.9,4045,1876,1.00
"mu[946]",-0.61,0.015,0.94,-2.2,-0.60,0.95,4183,1940,1.0
"mu[947]",8.3,0.016,1.0,6.6,8.3,10,4066,1886,1.00
"mu[948]",-7.5,0.021,1.3,-9.6,-7.5,-5.3,4036,1872,1.00
"mu[949]",12,0.020,1.2,9.7,12,14,3969,1841,1.00
"mu[950]",4.4,0.014,0.91,3.0,4.4,5.9,4161,1930,1.00
"mu[951]",10,0.018,1.1,8.3,10,12,4007,1859,1.00
"mu[952]",-7.2,0.020,1.3,-9.3,-7.2,-5.1,4042,1875,1.00
"mu[953]",11,0.019,1.2,9.4,11,13,3975,1844,1.00
"mu[954]",-4.0,0.017,1.1,-5.8,-4.0,-2.2,4088,1896,1.0
"mu[955]",-0.55,0.015,0.94,-2.1,-0.55,1.0,4184,1940,1.0
"mu[956]",13,0.021,1.3,11,13,16,3936,1826,1.00
"mu[957]",-18,0.034,2.1,-21,-18,-14,3899,1809,1.00
"mu[958]",18,0.028,1.7,15,18,21,3873,1796,1.00
"mu[959]",-4.9,0.018,1.1,-6.8,-4.9,-3.0,4098,1901,1.0
"mu[960]",2.4,0.014,0.89,0.93,2.4,3.8,4187,1942,1.0
"mu[961]",19,0.028,1.8,16,19,21,3870,1795,1.00
"mu[962]",13,0.021,1.3,11,13,15,3949,1832,1.00
"mu[963]",-6.5,0.020,1.2,-8.6,-6.5,-4.4,4058,1882,1.00
"mu[964]",-3.5,0.017,1.1,-5.3,-3.5,-1.8,4094,1899,1.0
"mu[965]",5.3,0.014,0.92,3.8,5.3,6.9,4145,1923,1.00
"mu[966]",-1.7,0.015,0.98,-3.3,-1.7,-0.059,4168,1933,1.0
"mu[967]",1.3,0.014,0.90,-0.16,1.3,2.8,4191,1944,1.0
"mu[968]",-5.9,0.019,1.2,-7.9,-5.9,-3.9,4072,1889,1.00
"mu[969]",15,0.023,1.4,12,15,17,3916,1816,1.00
"mu[970]",-1.9,0.015,0.99,-3.5,-1.9,-0.28,4164,1931,1.0
"mu[971]",-1.1,0.015,0.96,-2.6,-1.1,0.50,4178,1938,1.0
"mu[972]",15,0.024,1.5,13,15,18,3906,1812,1.00
"mu[973]",8.1,0.016,1.0,6.4,8.0,9.7,4075,1890,1.00
"mu[974]",-6.6,0.020,1.3,-8.6,-6.6,-4.5,4056,1881,1.00
"mu[975]",-13,0.028,1.8,-16,-13,-10,3944,1829,1.00
"mu[976]",-13,0.028,1.8,-16,-13,-10,3945,1830,1.00
"mu[977]",12,0.020,1.2,9.8,12,14,3965,1839,1.00
"mu[978]",0.27,0.014,0.92,-1.2,0.27,1.8,4189,1943,1.0
"mu[979]",4.6,0.014,0.91,3.1,4.6,6.1,4159,1929,1.00
"mu[980]",18,0.027,1.7,15,18,20,3880,1799,1.00
"mu[981]",-12,0.026,1.6,-14,-12,-8.9,3967,1840,1.00
"mu[982]",9.2,0.017,1.1,7.4,9.2,11,4039,1873,1.00
"mu[983]",12,0.020,1.3,10,12,14,3961,1837,1.00
"mu[984]",19,0.029,1.8,16,19,23,3863,1792,1.00
"mu[985]",15,0.023,1.5,13,15,17,3909,1813,1.00
