name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
"mu[986]",1.0,0.014,0.90,-0.45,1.0,2.5,4191,1944,1.0
"mu[987]",17,0.026,1.6,14,17,20,3884,1802,1.00
"mu[988]",17,0.026,1.6,14,17,19,3888,1803,1.00
"mu[989]",-24,0.043,2.7,-28,-24,-19,3862,1791,1.00
"mu[990]",4.0,0.014,0.90,2.5,4.0,5.5,4169,1934,1.0
"mu[991]",-6.8,0.020,1.3,-8.8,-6.8,-4.7,4052,1879,1.00
"mu[992]",18,0.027,1.7,15,18,20,3880,1800,1.00
"mu[993]",16,0.024,1.5,13,16,18,3901,1809,1.00
"mu[994]",-11,0.026,1.6,-14,-11,-8.7,3969,1841,1.00
"mu[995]",6.9,0.015,0.97,5.3,6.9,8.5,4108,1905,1.00
"mu[996]",4.1,0.014,0.90,2.7,4.1,5.6,4166,1932,1.00
"mu[997]",-2.9,0.016,1.0,-4.6,-2.9,-1.2,4130,1916,1.0
"mu[998]",11,0.019,1.2,8.9,11,13,3989,1850,1.00
"mu[999]",2.3,0.014,0.89,0.88,2.3,3.8,4188,1942,1.0
"mu[1000]",6.9,0.015,0.97,5.3,6.9,8.5,4107,1905,1.00
"y_hat[1]",-7.6,0.094,6.1,-18,-7.4,1.9,4197,1947,1.00
"y_hat[2]",-29,0.14,8.9,-44,-29,-15,4062,1884,1.00
"y_hat[3]",22,0.088,5.7,13,22,31,4148,1924,1.00
"y_hat[4]",55,0.16,10.0,39,54,72,3889,1804,1.00
"y_hat[5]",61,0.18,11,43,60,80,3872,1796,1.00
"y_hat[6]",-71,0.25,16,-98,-70,-46,3915,1816,1.00
"y_hat[7]",38,0.12,7.4,26,37,50,3974,1843,1.00
"y_hat[8]",-25,0.13,8.3,-39,-25,-12,4089,1897,1.00
"y_hat[9]",76,0.22,14,54,76,100,3840,1781,1.00
"y_hat[10]",41,0.13,7.9,29,41,55,3950,1832,1.00
"y_hat[11]",-13,0.10,6.7,-25,-13,-2.6,4159,1929,1.00
"y_hat[12]",70,0.20,12,50,69,91,3851,1786,1.00
"y_hat[13]",31,0.10,6.6,21,31,43,4032,1870,1.00
"y_hat[14]",17,0.083,5.4,8.2,17,26,4187,1942,1.00
"y_hat[15]",25,0.093,5.9,16,25,35,4112,1907,1.00
"y_hat[16]",-4.3,0.089,5.8,-14,-4.1,4.8,4214,1954,1.00
"y_hat[17]",134,0.39,24,95,133,176,3808,1766,1.00
"y_hat[18]",16,0.082,5.3,7.2,16,25,4196,1946,1.00
"y_hat[19]",64,0.19,12,46,64,84,3863,1792,1.00
"y_hat[20]",4.0,0.081,5.3,-4.8,4.0,13,4239,1966,1.00
"y_hat[21]",27,0.097,6.2,18,27,38,4078,1892,1.00
"y_hat[22]",80,0.23,14,57,79,104,3835,1779,1.00
"y_hat[23]",-15,0.11,7.0,-27,-15,-4.5,4141,1921,1.00
"y_hat[24]",54,0.16,9.9,38,54,71,3891,1805,1.00
"y_hat[25]",19,0.085,5.5,10,19,29,4167,1933,1.00
"y_hat[26]",32,0.11,6.7,22,32,43,4024,1867,1.00
"y_hat[27]",-22,0.12,7.8,-35,-22,-9.6,4111,1907,1.00
"y_hat[28]",6.7,0.080,5.2,-1.8,6.8,15,4238,1966,1.00
"y_hat[29]",36,0.12,7.3,25,36,49,3984,1848,1.00
"y_hat[30]",-27,0.14,8.6,-42,-27,-14,4072,1889,1.00
"y_hat[31]",32,0.11,6.7,21,32,43,4026,1867,1.00
"y_hat[32]",-15,0.11,6.9,-27,-15,-4.3,4143,1922,1.00
"y_hat[33]",-2.5,0.087,5.6,-12,-2.3,6.5,4222,1958,1.00
"y_hat[34]",2.7,0.082,5.3,-6.2,2.8,11,4238,1966,1.00
"y_hat[35]",-23,0.12,8.0,-36,-22,-10,4105,1904,1.00
"y_hat[36]",79,0.23,14,56,78,103,3836,1779,1.00
"y_hat[37]",28,0.098,6.2,18,28,38,4074,1889,1.00
"y_hat[38]",44,0.13,8.3,31,44,58,3934,1825,1.00
"y_hat[39]",-0.13,0.084,5.5,-9.2,0.039,8.6,4231,1963,1.00
"y_hat[40]",-48,0.19,12,-69,-48,-29,3971,1842,1.00
"y_hat[41]",-14,0.10,6.8,-25,-13,-3.1,4154,1927,1.00
"y_hat[42]",136,0.40,24,96,135,179,3808,1766,1.00
"y_hat[43]",32,0.11,6.7,22,32,44,4022,1866,1.00
"y_hat[44]",-34,0.15,9.6,-50,-33,-18,4037,1872,1.00
"y_hat[45]",25,0.094,6.0,16,25,36,4104,1904,1.00
"y_hat[46]",-41,0.17,11,-59,-40,-24,4003,1857,1.00
"y_hat[47]",-105,0.36,22,-143,-104,-70,3875,1797,1.00
"y_hat[48]",153,0.45,28,108,151,200,3806,1765,1.00
"y_hat[49]",53,0.15,9.7,37,52,69,3896,1807,1.00
"y_hat[50]",103,0.30,18,73,102,135,3817,1770,1.00
"y_hat[51]",-20,0.12,7.6,-33,-20,-8.2,4127,1914,1.00
"y_hat[52]",61,0.18,11,44,61,80,3870,1795,1.00
"y_hat[53]",3.6,0.081,5.3,-5.3,3.7,12,4239,1966,1.00
"y_hat[54]",-46,0.18,12,-66,-45,-28,3980,1846,1.00
"y_hat[55]",1.8,0.082,5.4,-7.1,1.9,10,4236,1965,1.00
"y_hat[56]",101,0.29,18,72,101,133,3818,1771,1.00
"y_hat[57]",-43,0.18,11,-62,-43,-26,3991,1851,1.00
"y_hat[58]",92,0.27,16,65,91,120,3823,1773,1.00
"y_hat[59]",-70,0.25,16,-97,-69,-45,3916,1816,1.00
"y_hat[60]",9.9,0.079,5.2,1.6,9.9,18,4229,1961,1.00
"y_hat[61]",9.7,0.079,5.2,1.3,9.7,18,4230,1962,1.00
"y_hat[62]",-9.3,0.097,6.2,-20,-9.0,0.56,4187,1942,1.00
"y_hat[63]",8.0,0.079,5.2,-0.46,8.0,17,4235,1964,1.00
"y_hat[64]",30,0.10,6.5,20,30,41,4045,1876,1.00
"y_hat[65]",41,0.13,7.9,29,41,54,3951,1832,1.00
"y_hat[66]",59,0.17,11,42,59,78,3876,1798,1.00
"y_hat[67]",-20,0.12,7.5,-33,-19,-8.0,4129,1915,1.00
"y_hat[68]",21,0.087,5.6,12,21,30,4156,1928,1.00
"y_hat[69]",11,0.080,5.2,2.7,11,20,4224,1959,1.00
"y_hat[70]",21,0.087,5.6,12,20,30,4157,1928,1.00
"y_hat[71]",17,0.083,5.4,8.2,17,26,4188,1942,1.00
"y_hat[72]",6.9,0.080,5.2,-1.7,6.9,15,4238,1966,1.00
"y_hat[73]",7.1,0.080,5.2,-1.4,7.1,16,4237,1965,1.00
"y_hat[74]",45,0.14,8.5,32,45,60,3927,1821,1.00
"y_hat[75]",-4.8,0.090,5.8,-15,-4.6,4.4,4211,1953,1.00
"y_hat[76]",58,0.17,10,41,57,76,3881,1800,1.00
"y_hat[77]",58,0.17,11,41,58,77,3879,1799,1.00
"y_hat[78]",47,0.14,8.8,33,47,62,3917,1817,1.00
"y_hat[79]",19,0.084,5.5,9.8,18,28,4173,1936,1.00
"y_hat[80]",-18,0.11,7.3,-30,-17,-6.3,4126,1914,1.00
"y_hat[81]",-70,0.25,16,-97,-69,-45,3916,1816,1.00
"y_hat[82]",-15,0.11,6.9,-27,-15,-4.1,4145,1923,1.00
"y_hat[83]",-15,0.11,7.0,-27,-15,-4.4,4142,1921,1.00
"y_hat[84]",33,0.11,6.8,22,33,45,4014,1862,1.00
"y_hat[85]",53,0.16,9.7,38,53,70,3894,1806,1.00
"y_hat[86]",43,0.13,8.1,30,42,57,3941,1828,1.00
"y_hat[87]",31,0.10,6.6,20,30,42,4040,1874,1.00
"y_hat[88]",-17,0.11,7.2,-30,-17,-5.9,4129,1915,1.00
"y_hat[89]",51,0.15,9.4,36,51,67,3902,1810,1.00
"y_hat[90]",-40,0.17,11,-58,-39,-23,4008,1859,1.00
"y_hat[91]",72,0.21,13,51,72,95,3846,1784,1.00
"y_hat[92]",45,0.14,8.5,32,45,60,3927,1821,1.00
"y_hat[93]",15,0.081,5.3,6.5,15,24,4201,1948,1.00
"y_hat[94]",14,0.081,5.2,5.6,14,23,4207,1951,1.00
"y_hat[95]",-4.5,0.089,5.8,-14,-4.2,4.7,4213,1954,1.00
"y_hat[96]",-35,0.16,9.9,-52,-35,-20,4028,1868,1.00
"y_hat[97]",67,0.19,12,48,67,88,3856,1788,1.00
"y_hat[98]",18,0.083,5.4,8.9,17,27,4181,1939,1.00
"y_hat[99]",-47,0.19,12,-67,-46,-29,3976,1844,1.00
"y_hat[100]",13,0.080,5.2,4.2,13,21,4215,1955,1.00
"y_hat[101]",94,0.27,17,67,93,123,3822,1773,1.00
"y_hat[102]",91,0.26,16,64,90,119,3824,1774,1.00
"y_hat[103]",-12,0.10,6.6,-24,-12,-1.8,4166,1932,1.00
"y_hat[104]",51,0.15,9.5,37,51,68,3900,1809,1.00
"y_hat[105]",56,0.16,10,39,55,73,3887,1803,1.00
"y_hat[106]",-9.9,0.098,6.3,-21,-9.6,0.053,4183,1940,1.00
"y_hat[107]",-21,0.12,7.7,-34,-20,-8.8,4121,1911,1.00
"y_hat[108]",24,0.092,5.9,15,24,34,4122,1912,1.00
"y_hat[109]",-6.4,0.092,6.0,-17,-6.1,3.0,4203,1950,1.00
"y_hat[110]",6.0,0.080,5.2,-2.6,6.0,14,4239,1966,1.00
"y_hat[111]",29,0.099,6.3,19,29,39,4062,1884,1.00
"y_hat[112]",101,0.29,18,72,100,133,3818,1771,1.00
"y_hat[113]",3.5,0.081,5.3,-5.3,3.6,12,4239,1966,1.00
"y_hat[114]",8.2,0.079,5.2,-0.31,8.2,17,4235,1964,1.00
"y_hat[115]",-89,0.31,19,-122,-88,-59,3889,1804,1.00
"y_hat[116]",52,0.15,9.6,37,52,69,3897,1808,1.00
"y_hat[117]",-21,0.12,7.7,-34,-21,-9.1,4117,1910,1.00
"y_hat[118]",63,0.18,11,44,62,82,3867,1794,1.00
"y_hat[119]",15,0.082,5.3,7.0,15,24,4197,1947,1.00
"y_hat[120]",-40,0.17,11,-58,-40,-24,4005,1858,1.00
"y_hat[121]",73,0.21,13,52,72,95,3845,1783,1.00
"y_hat[122]",35,0.11,7.1,24,35,47,3998,1855,1.00
"y_hat[123]",85,0.25,15,60,84,111,3829,1776,1.00
"y_hat[124]",101,0.29,18,72,100,132,3818,1771,1.00
"y_hat[125]",62,0.18,11,44,62,82,3867,1794,1.00
"y_hat[126]",5.6,0.080,5.2,-3.0,5.7,14,4239,1966,1.00
"y_hat[127]",-38,0.16,10,-55,-37,-22,4016,1863,1.00
"y_hat[128]",48,0.14,8.9,34,48,63,3914,1815,1.00
"y_hat[129]",5.9,0.080,5.2,-2.7,6.0,14,4239,1966,1.00
"y_hat[130]",-18,0.11,7.3,-31,-18,-6.6,4123,1912,1.00
"y_hat[131]",37,0.12,7.4,26,37,50,3977,1845,1.00
"y_hat[132]",19,0.085,5.5,11,19,29,4167,1933,1.00
"y_hat[133]",57,0.17,10,41,57,75,3882,1801,1.00
"y_hat[134]",-34,0.15,9.7,-51,-34,-19,4034,1871,1.00
"y_hat[135]",16,0.082,5.3,7.1,15,25,4196,1946,1.00
"y_hat[136]",9.8,0.079,5.2,1.4,9.8,18,4230,1962,1.00
"y_hat[137]",-10.0,0.098,6.3,-21,-9.7,0.019,4183,1940,1.00
"y_hat[138]",-89,0.31,19,-121,-88,-59,3890,1804,1.00
"y_hat[139]",32,0.11,6.7,21,31,43,4029,1869,1.00
"y_hat[140]",-31,0.14,9.1,-46,-30,-16,4053,1880,1.00
"y_hat[141]",103,0.30,18,73,102,135,3817,1770,1.00
"y_hat[142]",35,0.11,7.0,23,34,46,4001,1856,1.00
"y_hat[143]",-59,0.22,14,-83,-59,-37,3938,1827,1.00
"y_hat[144]",-0.46,0.084,5.5,-9.6,-0.28,8.3,4230,1962,1.00
"y_hat[145]",15,0.081,5.3,6.6,15,24,4200,1948,1.00
"y_hat[146]",-7.8,0.094,6.1,-18,-7.5,1.8,4196,1946,1.00
"y_hat[147]",-25,0.13,8.3,-39,-25,-12,4088,1896,1.00
"y_hat[148]",69,0.20,12,49,69,91,3851,1786,1.00
"y_hat[149]",0.95,0.083,5.4,-8.0,1.1,9.6,4234,1964,1.00
"y_hat[150]",60,0.17,11,43,59,79,3875,1797,1.00
"y_hat[151]",47,0.14,8.8,33,47,62,3918,1817,1.00
"y_hat[152]",64,0.19,12,46,64,84,3862,1792,1.00
"y_hat[153]",44,0.13,8.3,31,44,58,3934,1824,1.00
"y_hat[154]",64,0.19,12,46,64,84,3862,1791,1.00
"y_hat[155]",69,0.20,12,49,68,90,3852,1787,1.00
"y_hat[156]",-11,0.100,6.5,-22,-11,-1.0,4174,1936,1.00
"y_hat[157]",30,0.10,6.5,20,30,41,4044,1876,1.00
"y_hat[158]",56,0.16,10,39,55,73,3887,1803,1.00
"y_hat[159]",-111,0.37,23,-150,-110,-75,3871,1795,1.00
"y_hat[160]",69,0.20,12,49,68,90,3852,1787,1.00
"y_hat[161]",19,0.085,5.5,10.0,19,28,4172,1935,1.00
"y_hat[162]",-43,0.18,11,-62,-42,-25,3993,1852,1.00
"y_hat[163]",-38,0.16,10,-55,-37,-21,4017,1863,1.00
"y_hat[164]",6.9,0.080,5.2,-1.7,6.9,15,4238,1966,1.00
"y_hat[165]",-69,0.25,16,-95,-68,-44,3918,1817,1.00
"y_hat[166]",33,0.11,6.9,22,33,45,4013,1861,1.00
"y_hat[167]",100,0.29,18,71,99,131,3818,1771,1.00
"y_hat[168]",30,0.10,6.5,20,30,41,4045,1876,1.00
"y_hat[169]",16,0.082,5.3,7.7,16,25,4191,1944,1.00
"y_hat[170]",-25,0.13,8.2,-39,-24,-12,4092,1898,1.00
"y_hat[171]",-26,0.13,8.4,-40,-25,-13,4083,1894,1.00
"y_hat[172]",-30,0.14,9.0,-45,-29,-15,4059,1883,1.00
"y_hat[173]",-46,0.18,12,-65,-45,-27,3981,1846,1.00
"y_hat[174]",56,0.16,10,40,55,73,3886,1803,1.00
"y_hat[175]",48,0.14,9.0,34,48,63,3913,1815,1.00
"y_hat[176]",-63,0.23,15,-88,-62,-40,3930,1823,1.00
"y_hat[177]",35,0.11,7.0,24,34,47,4000,1855,1.00
"y_hat[178]",56,0.16,10,40,56,74,3885,1802,1.00
"y_hat[179]",108,0.31,19,77,107,142,3815,1769,1.00
"y_hat[180]",-12,0.10,6.5,-23,-11,-1.5,4169,1934,1.00
"y_hat[181]",-14,0.11,6.8,-26,-14,-3.2,4153,1926,1.00
"y_hat[182]",62,0.18,11,44,61,81,3868,1794,1.00
"y_hat[183]",8.5,0.079,5.2,0.027,8.5,17,4234,1964,1.00
"y_hat[184]",65,0.19,12,46,65,85,3860,1791,1.00
"y_hat[185]",60,0.17,11,43,60,79,3874,1797,1.00
"y_hat[186]",-42,0.17,11,-61,-42,-25,3996,1854,1.00
"y_hat[187]",30,0.10,6.4,19,29,40,4054,1880,1.00
"y_hat[188]",43,0.13,8.1,30,42,57,3940,1828,1.00
"y_hat[189]",76,0.22,14,54,75,99,3841,1781,1.00
"y_hat[190]",61,0.18,11,44,61,81,3870,1795,1.00
"y_hat[191]",70,0.20,13,50,70,92,3849,1785,1.00
"y_hat[192]",5.0,0.080,5.2,-3.7,5.1,13,4239,1966,1.00
"y_hat[193]",-66,0.24,15,-91,-65,-42,3924,1820,1.00
"y_hat[194]",54,0.16,9.9,38,54,71,3891,1805,1.00
"y_hat[195]",-54,0.21,13,-75,-53,-33,3954,1834,1.00
"y_hat[196]",18,0.084,5.4,9.6,18,28,4175,1937,1.00
"y_hat[197]",46,0.14,8.7,33,46,61,3922,1819,1.00
"y_hat[198]",-23,0.13,8.0,-37,-23,-11,4101,1902,1.00
"y_hat[199]",-85,0.30,18,-116,-84,-55,3895,1806,1.00
"y_hat[200]",-44,0.18,11,-64,-44,-26,3987,1849,1.00
"y_hat[201]",-27,0.13,8.6,-42,-27,-13,4075,1890,1.00
"y_hat[202]",131,0.38,23,93,129,171,3809,1767,1.00
"y_hat[203]",103,0.30,18,73,102,135,3817,1770,1.00
"y_hat[204]",-27,0.13,8.6,-42,-27,-13,4075,1890,1.00
"y_hat[205]",26,0.095,6.1,17,26,36,4093,1899,1.00
"y_hat[206]",74,0.21,13,52,73,96,3843,1783,1.00
"y_hat[207]",60,0.17,11,43,60,79,3874,1797,1.00
"y_hat[208]",24,0.091,5.9,15,24,34,4125,1913,1.00
"y_hat[209]",117,0.34,21,83,116,153,3812,1768,1.00
"y_hat[210]",33,0.11,6.8,22,32,44,4019,1864,1.00
"y_hat[211]",76,0.22,14,54,76,100,3840,1781,1.00
"y_hat[212]",49,0.15,9.1,35,49,65,3908,1813,1.00
"y_hat[213]",85,0.25,15,60,84,111,3829,1776,1.00
"y_hat[214]",59,0.17,11,42,59,78,3877,1798,1.00
"y_hat[215]",-16,0.11,7.1,-29,-16,-5.3,4134,1918,1.00
"y_hat[216]",54,0.16,10.0,39,54,72,3890,1804,1.00
"y_hat[217]",80,0.23,14,57,79,104,3835,1779,1.00
"y_hat[218]",-18,0.11,7.3,-30,-17,-6.5,4125,1913,1.00
"y_hat[219]",48,0.14,9.0,34,48,64,3912,1814,1.00
"y_hat[220]",103,0.30,18,73,102,135,3817,1770,1.00
"y_hat[221]",70,0.20,13,50,70,92,3849,1785,1.00
"y_hat[222]",48,0.14,9.0,34,48,64,3912,1814,1.00
"y_hat[223]",3.6,0.081,5.3,-5.2,3.7,12,4239,1966,1.00
"y_hat[224]",-12,0.10,6.6,-24,-12,-1.8,4166,1932,1.00
"y_hat[225]",-33,0.15,9.5,-49,-32,-18,4041,1874,1.00
"y_hat[226]",30,0.10,6.5,20,30,41,4047,1877,1.00
"y_hat[227]",49,0.14,9.0,34,48,64,3911,1814,1.00
"y_hat[228]",78,0.23,14,56,78,102,3837,1779,1.00
"y_hat[229]",30,0.10,6.5,20,30,41,4043,1875,1.00
"y_hat[230]",42,0.13,8.1,30,42,56,3944,1829,1.00
"y_hat[231]",28,0.099,6.3,19,28,39,4066,1886,1.00
"y_hat[232]",22,0.088,5.7,12,21,31,4149,1924,1.00
"y_hat[233]",-22,0.12,7.9,-36,-22,-9.8,4109,1906,1.00
"y_hat[234]",86,0.25,15,61,85,112,3828,1776,1.00
"y_hat[235]",18,0.084,5.4,9.3,18,27,4178,1938,1.00
"y_hat[236]",30,0.10,6.5,20,30,41,4047,1877,1.00
"y_hat[237]",2.6,0.082,5.3,-6.4,2.7,11,4238,1966,1.00
"y_hat[238]",45,0.13,8.4,31,44,59,3930,1823,1.00
"y_hat[239]",26,0.094,6.0,16,25,36,4103,1903,1.00
"y_hat[240]",13,0.081,5.2,5.1,13,22,4210,1953,1.00
"y_hat[241]",59,0.17,11,42,59,78,3876,1798,1.00
"y_hat[242]",52,0.15,9.6,37,52,68,3898,1808,1.00
"y_hat[243]",11,0.080,5.2,2.8,11,20,4224,1959,1.00
"y_hat[244]",29,0.10,6.4,19,29,40,4057,1882,1.00
"y_hat[245]",-44,0.18,11,-63,-43,-26,3990,1851,1.00
"y_hat[246]",110,0.32,20,78,109,144,3814,1769,1.00
"y_hat[247]",43,0.13,8.1,30,42,56,3942,1828,1.00
"y_hat[248]",-2.0,0.086,5.6,-11,-1.8,7.0,4224,1959,1.00
"y_hat[249]",3.1,0.081,5.3,-5.8,3.2,12,4239,1966,1.00
"y_hat[250]",53,0.15,9.7,37,52,69,3896,1807,1.00
"y_hat[251]",43,0.13,8.2,30,43,57,3939,1827,1.00
"y_hat[252]",-65,0.24,15,-89,-64,-41,3927,1821,1.00
"y_hat[253]",51,0.15,9.4,36,51,67,3901,1809,1.00
"y_hat[254]",61,0.18,11,43,60,80,3872,1796,1.00
"y_hat[255]",-6.8,0.093,6.0,-17,-6.6,2.7,4201,1949,1.00
"y_hat[256]",-11,0.099,6.4,-22,-10,-0.51,4178,1938,1.00
"y_hat[257]",-42,0.17,11,-61,-42,-25,3996,1853,1.00
"y_hat[258]",21,0.087,5.6,12,21,30,4155,1927,1.00
"y_hat[259]",20,0.086,5.5,11,20,29,4162,1931,1.00
"y_hat[260]",-21,0.12,7.7,-34,-21,-9.1,4118,1910,1.00
"y_hat[261]",-28,0.14,8.8,-43,-28,-14,4067,1886,1.00
"y_hat[262]",112,0.33,20,79,111,147,3813,1769,1.00
"y_hat[263]",-12,0.10,6.5,-23,-11,-1.3,4171,1934,1.00
"y_hat[264]",41,0.13,7.9,29,41,55,3950,1832,1.00
"y_hat[265]",73,0.21,13,52,73,96,3844,1783,1.00
"y_hat[266]",64,0.19,12,46,64,84,3863,1792,1.00
"y_hat[267]",23,0.090,5.8,14,23,33,4137,1919,1.00
"y_hat[268]",34,0.11,6.9,23,33,45,4011,1860,1.00
"y_hat[269]",35,0.11,7.1,24,35,47,3994,1852,1.00
"y_hat[270]",-45,0.18,11,-64,-44,-27,3986,1849,1.00
"y_hat[271]",66,0.19,12,47,65,86,3859,1790,1.00
"y_hat[272]",45,0.13,8.4,32,44,59,3929,1822,1.00
"y_hat[273]",27,0.096,6.1,17,27,37,4085,1895,1.00
"y_hat[274]",67,0.19,12,48,66,88,3856,1789,1.00
"y_hat[275]",-11,0.100,6.4,-22,-11,-0.84,4175,1936,1.00
"y_hat[276]",22,0.088,5.7,13,21,31,4148,1924,1.00
"y_hat[277]",60,0.18,11,43,60,79,3873,1796,1.00
"y_hat[278]",93,0.27,17,66,92,122,3822,1773,1.00
"y_hat[279]",-29,0.14,8.8,-43,-28,-14,4066,1886,1.00
"y_hat[280]",-56,0.21,13,-79,-56,-35,3946,1830,1.00
"y_hat[281]",19,0.084,5.5,9.9,19,28,4172,1935,1.00
"y_hat[282]",-20,0.12,7.5,-33,-19,-7.9,4130,1915,1.00
"y_hat[283]",14,0.081,5.2,5.6,14,23,4207,1951,1.00
"y_hat[284]",26,0.094,6.0,16,25,36,4103,1903,1.00
"y_hat[285]",55,0.16,10,39,55,72,3888,1803,1.00
"y_hat[286]",45,0.13,8.4,32,44,59,3929,1822,1.00
"y_hat[287]",-1.9,0.086,5.6,-11,-1.7,7.1,4225,1960,1.00
"y_hat[288]",-5.1,0.090,5.8,-15,-4.8,4.1,4210,1953,1.00
"y_hat[289]",4.5,0.081,5.2,-4.3,4.6,13,4239,1966,1.00
"y_hat[290]",-12,0.10,6.6,-24,-12,-1.9,4165,1932,1.00
"y_hat[291]",63,0.18,11,45,62,82,3866,1793,1.00
"y_hat[292]",65,0.19,12,46,64,85,3860,1791,1.00
"y_hat[293]",16,0.082,5.3,7.6,16,25,4192,1944,1.00
"y_hat[294]",-58,0.22,14,-81,-57,-36,3942,1828,1.00
"y_hat[295]",-27,0.13,8.6,-41,-26,-13,4076,1891,1.00
"y_hat[296]",21,0.088,5.6,12,21,31,4151,1925,1.00
"y_hat[297]",-46,0.18,12,-65,-45,-28,3981,1846,1.00
"y_hat[298]",-97,0.33,21,-132,-96,-65,3881,1800,1.00
"y_hat[299]",-48,0.19,12,-68,-47,-29,3974,1843,1.00
"y_hat[300]",3.3,0.081,5.3,-5.5,3.4,12,4239,1966,1.00
"y_hat[301]",22,0.088,5.7,12,21,31,4149,1924,1.00
"y_hat[302]",-13,0.10,6.6,-24,-12,-2.1,4163,1931,1.00
"y_hat[303]",-21,0.12,7.7,-34,-20,-8.7,4122,1912,1.00
"y_hat[304]",-6.8,0.093,6.0,-17,-6.6,2.6,4201,1949,1.00
"y_hat[305]",-17,0.11,7.2,-29,-17,-5.8,4131,1916,1.00
"y_hat[306]",19,0.085,5.5,10.0,19,28,4172,1935,1.00
"y_hat[307]",37,0.12,7.3,25,36,49,3984,1848,1.00
"y_hat[308]",75,0.22,13,53,74,98,3842,1782,1.00
"y_hat[309]",-116,0.39,24,-156,-115,-78,3868,1794,1.00
"y_hat[310]",-7.0,0.093,6.0,-17,-6.8,2.5,4200,1948,1.00
"y_hat[311]",29,0.10,6.4,19,29,40,4057,1882,1.00
"y_hat[312]",24,0.092,5.9,15,24,34,4120,1911,1.00
"y_hat[313]",64,0.19,12,46,64,84,3862,1791,1.00
"y_hat[314]",60,0.18,11,43,60,79,3873,1796,1.00
"y_hat[315]",56,0.16,10,40,56,73,3886,1802,1.00
"y_hat[316]",39,0.12,7.6,27,39,52,3965,1839,1.00
"y_hat[317]",-1.8,0.086,5.6,-11,-1.6,7.2,4225,1960,1.00
"y_hat[318]",68,0.20,12,48,67,89,3854,1788,1.00
"y_hat[319]",-91,0.31,20,-124,-90,-60,3888,1803,1.00
"y_hat[320]",47,0.14,8.8,33,46,62,3919,1818,1.00
"y_hat[321]",-36,0.16,9.9,-52,-35,-20,4027,1868,1.00
"y_hat[322]",77,0.22,14,54,76,100,3839,1781,1.00
"y_hat[323]",0.71,0.083,5.4,-8.3,0.88,9.4,4234,1964,1.00
"y_hat[324]",4.7,0.080,5.2,-4.0,4.8,13,4239,1966,1.00
"y_hat[325]",111,0.32,20,78,110,145,3814,1769,1.00
"y_hat[326]",23,0.089,5.7,13,22,32,4141,1920,1.00
"y_hat[327]",85,0.24,15,60,84,111,3829,1776,1.00
"y_hat[328]",64,0.18,11,45,63,83,3864,1792,1.00
"y_hat[329]",-33,0.15,9.5,-49,-33,-18,4039,1873,1.00
"y_hat[330]",11,0.080,5.2,2.6,11,19,4225,1960,1.00
"y_hat[331]",40,0.12,7.7,28,40,53,3959,1836,1.00
"y_hat[332]",40,0.12,7.8,28,40,53,3956,1835,1.00
"y_hat[333]",59,0.17,11,42,58,77,3879,1799,1.00
"y_hat[334]",-0.044,0.084,5.5,-9.1,0.12,8.7,4232,1963,1.00
"y_hat[335]",40,0.12,7.8,28,40,54,3955,1834,1.00
"y_hat[336]",30,0.10,6.5,20,30,41,4048,1877,1.00
"y_hat[337]",-20,0.12,7.6,-33,-20,-8.2,4127,1914,1.00
"y_hat[338]",-34,0.15,9.7,-50,-33,-19,4035,1872,1.00
"y_hat[339]",68,0.20,12,48,67,89,3854,1788,1.00
"y_hat[340]",48,0.14,9.0,34,48,63,3912,1815,1.00
"y_hat[341]",16,0.082,5.3,7.3,16,25,4194,1945,1.00
"y_hat[342]",-119,0.40,25,-161,-118,-80,3866,1793,1.00
"y_hat[343]",13,0.080,5.2,4.2,13,21,4216,1955,1.00
"y_hat[344]",-23,0.12,7.9,-36,-22,-10.0,4107,1905,1.00
"y_hat[345]",-19,0.12,7.4,-31,-18,-7.2,4119,1911,1.00
"y_hat[346]",0.23,0.084,5.4,-8.8,0.38,8.9,4232,1963,1.00
"y_hat[347]",64,0.19,12,46,63,84,3863,1792,1.00
"y_hat[348]",13,0.081,5.2,5.1,13,22,4210,1953,1.00
"y_hat[349]",1.3,0.083,5.4,-7.7,1.5,10,4235,1964,1.00
"y_hat[350]",89,0.26,16,63,88,116,3826,1775,1.00
"y_hat[351]",-35,0.15,9.8,-51,-34,-19,4032,1870,1.00
"y_hat[352]",0.35,0.084,5.4,-8.7,0.50,9.1,4233,1963,1.00
"y_hat[353]",15,0.081,5.3,6.6,15,24,4200,1948,1.00
"y_hat[354]",9.0,0.079,5.2,0.54,9.0,17,4232,1963,1.00
"y_hat[355]",11,0.080,5.2,2.4,11,19,4225,1960,1.00
"y_hat[356]",-7.9,0.094,6.1,-18,-7.7,1.7,4195,1946,1.00
"y_hat[357]",-6.9,0.093,6.0,-17,-6.7,2.5,4200,1948,1.00
"y_hat[358]",-70,0.25,16,-96,-69,-45,3916,1817,1.00
"y_hat[359]",28,0.098,6.3,18,28,39,4072,1888,1.00
"y_hat[360]",-34,0.15,9.6,-50,-33,-18,4037,1873,1.00
"y_hat[361]",26,0.095,6.0,16,26,36,4097,1900,1.00
"y_hat[362]",97,0.28,17,69,96,127,3820,1772,1.00
